champion1,champion2,role1,role2,winrate
106,96,jungle,adc,0.4868421052631579
64,96,jungle,adc,0.486697965571205
113,18,jungle,adc,0.48659003831417624
154,22,jungle,adc,0.4864864864864865
887,145,jungle,adc,0.486404833836858
141,222,jungle,adc,0.48637602179836514
106,202,jungle,adc,0.4863013698630137
9,81,jungle,adc,0.48588410104011887
36,202,jungle,adc,0.4858757062146893
60,51,jungle,adc,0.4857142857142857
154,81,jungle,adc,0.4856687898089172
106,360,jungle,adc,0.48556430446194226
234,145,jungle,adc,0.4852108244178729
68,360,jungle,adc,0.4849833147942158
20,81,jungle,adc,0.4849137931034483
121,235,jungle,adc,0.48484848484848486
107,81,jungle,adc,0.48476454293628807
131,498,jungle,adc,0.48464163822525597
56,145,jungle,adc,0.48456375838926175
28,51,jungle,adc,0.48448687350835323
203,18,jungle,adc,0.48391812865497075
234,236,jungle,adc,0.4837758112094395
203,81,jungle,adc,0.4833555259653795
20,110,jungle,adc,0.483271375464684
131,21,jungle,adc,0.48320413436692505
79,222,jungle,adc,0.4826388888888889
5,110,jungle,adc,0.4826254826254826
68,18,jungle,adc,0.48225108225108226
59,222,jungle,adc,0.4822485207100592
60,110,jungle,adc,0.4821852731591449
427,145,jungle,adc,0.4820359281437126
131,15,jungle,adc,0.48201438848920863
102,145,jungle,adc,0.48188405797101447
77,119,jungle,adc,0.4816753926701571
141,236,jungle,adc,0.4816247582205029
141,81,jungle,adc,0.4812085482682388
68,67,jungle,adc,0.4810281517747858
107,202,jungle,adc,0.4810126582278481
106,236,jungle,adc,0.48095238095238096
154,15,jungle,adc,0.4808743169398907
64,51,jungle,adc,0.48084147257700977
56,15,jungle,adc,0.48068669527896996
141,360,jungle,adc,0.48031496062992124
64,360,jungle,adc,0.4802712700369914
64,498,jungle,adc,0.48023715415019763
64,18,jungle,adc,0.4802149487054226
56,22,jungle,adc,0.4801223241590214
77,81,jungle,adc,0.4801178203240059
106,51,jungle,adc,0.48
36,145,jungle,adc,0.48
106,67,jungle,adc,0.4799107142857143
64,236,jungle,adc,0.4797385620915033
11,22,jungle,adc,0.4793650793650794
131,360,jungle,adc,0.4790996784565916
121,51,jungle,adc,0.47850678733031676
203,29,jungle,adc,0.47804878048780486
154,29,jungle,adc,0.47794117647058826
107,222,jungle,adc,0.47761194029850745
28,81,jungle,adc,0.47750362844702465
79,81,jungle,adc,0.47735191637630664
154,21,jungle,adc,0.47717842323651455
203,22,jungle,adc,0.47703180212014135
33,81,jungle,adc,0.47635135135135137
48,145,jungle,adc,0.47619047619047616
77,67,jungle,adc,0.4761061946902655
76,360,jungle,adc,0.47608695652173916
68,119,jungle,adc,0.4756944444444444
254,360,jungle,adc,0.47555555555555556
64,29,jungle,adc,0.4755134281200632
68,222,jungle,adc,0.47549019607843135
11,236,jungle,adc,0.47540983606557374
25,498,jungle,adc,0.47533632286995514
113,81,jungle,adc,0.475
78,222,jungle,adc,0.4744186046511628
56,222,jungle,adc,0.47435897435897434
19,145,jungle,adc,0.4732142857142857
20,236,jungle,adc,0.47305389221556887
245,222,jungle,adc,0.4729064039408867
20,96,jungle,adc,0.4729064039408867
104,18,jungle,adc,0.4726027397260274
234,67,jungle,adc,0.4723926380368098
64,429,jungle,adc,0.4723926380368098
76,81,jungle,adc,0.4721115537848606
68,51,jungle,adc,0.47128129602356406
245,81,jungle,adc,0.47101449275362317
104,51,jungle,adc,0.4708029197080292
59,51,jungle,adc,0.47058823529411764
131,29,jungle,adc,0.47044917257683216
11,145,jungle,adc,0.47034596375617793
203,360,jungle,adc,0.4697508896797153
120,202,jungle,adc,0.4695121951219512
2,360,jungle,adc,0.4691358024691358
107,18,jungle,adc,0.46875
154,110,jungle,adc,0.4682080924855491
104,145,jungle,adc,0.46774193548387094
234,222,jungle,adc,0.4672131147540984
68,22,jungle,adc,0.46706586826347307
76,145,jungle,adc,0.4669950738916256
56,498,jungle,adc,0.4659090909090909
876,145,jungle,adc,0.4658536585365854
876,67,jungle,adc,0.4656084656084656
107,145,jungle,adc,0.4652173913043478
113,222,jungle,adc,0.46511627906976744
131,81,jungle,adc,0.46360485268630847
59,202,jungle,adc,0.4633333333333333
35,236,jungle,adc,0.46325167037861914
427,18,jungle,adc,0.4623115577889447
32,81,jungle,adc,0.46153846153846156
104,67,jungle,adc,0.4612903225806452
59,18,jungle,adc,0.4612794612794613
106,81,jungle,adc,0.4612476370510397
203,110,jungle,adc,0.4602739726027397
76,110,jungle,adc,0.4602649006622517
107,67,jungle,adc,0.4583333333333333
427,202,jungle,adc,0.45789473684210524
131,523,jungle,adc,0.4573170731707317
104,222,jungle,adc,0.45633187772925765
107,360,jungle,adc,0.456
20,22,jungle,adc,0.45595854922279794
77,110,jungle,adc,0.4555256064690027
68,29,jungle,adc,0.45430809399477806
104,360,jungle,adc,0.4537313432835821
68,145,jungle,adc,0.45356976201586563
121,236,jungle,adc,0.4529058116232465
76,51,jungle,adc,0.45121951219512196
120,360,jungle,adc,0.4507042253521127
2,145,jungle,adc,0.45041322314049587
76,222,jungle,adc,0.45036764705882354
11,67,jungle,adc,0.4501915708812261
234,360,jungle,adc,0.4500818330605565
19,360,jungle,adc,0.44921875
68,523,jungle,adc,0.4484848484848485
104,110,jungle,adc,0.4484304932735426
79,67,jungle,adc,0.4481132075471698
421,202,jungle,adc,0.44808743169398907
120,145,jungle,adc,0.44768439108061747
245,236,jungle,adc,0.4462809917355372
120,67,jungle,adc,0.44569288389513106
11,360,jungle,adc,0.44468546637744033
68,15,jungle,adc,0.4444444444444444
76,202,jungle,adc,0.4439461883408072
234,498,jungle,adc,0.4438202247191011
68,21,jungle,adc,0.4438202247191011
64,523,jungle,adc,0.4431137724550898
234,81,jungle,adc,0.44306651634723787
78,202,jungle,adc,0.4423076923076923
68,498,jungle,adc,0.44074074074074077
876,360,jungle,adc,0.44047619047619047
102,18,jungle,adc,0.4393063583815029
60,498,jungle,adc,0.43783783783783786
25,523,jungle,adc,0.43452380952380953
28,498,jungle,adc,0.43209876543209874
121,498,jungle,adc,0.43042071197411
11,51,jungle,adc,0.42951541850220265
64,235,jungle,adc,0.4291845493562232
68,81,jungle,adc,0.4269854824935952
876,18,jungle,adc,0.4260869565217391
104,81,jungle,adc,0.4247422680412371
77,498,jungle,adc,0.42424242424242425
76,236,jungle,adc,0.42391304347826086
68,110,jungle,adc,0.4211382113821138
113,51,jungle,adc,0.42073170731707316
78,81,jungle,adc,0.41904761904761906
68,236,jungle,adc,0.41509433962264153
120,81,jungle,adc,0.41471571906354515
141,523,jungle,adc,0.403921568627451
876,202,jungle,adc,0.4010416666666667
121,523,jungle,adc,0.3979591836734694
104,22,jungle,adc,0.3953488372093023
36,18,jungle,adc,0.39080459770114945
120,222,jungle,adc,0.3875
203,15,jungle,adc,0.38509316770186336
79,51,jungle,adc,0.3836477987421384
234,119,jungle,adc,0.37272727272727274
120,51,jungle,adc,0.3612565445026178
876,81,jungle,adc,0.3351063829787234
141,1,jungle,mid,0.616
25,234,jungle,mid,0.6077586206896551
30,246,jungle,mid,0.6071428571428571
9,8,jungle,mid,0.5945945945945946
64,68,jungle,mid,0.5931372549019608
25,91,jungle,mid,0.592896174863388
25,80,jungle,mid,0.591715976331361
9,234,jungle,mid,0.5863874345549738
60,91,jungle,mid,0.5861182519280206
234,90,jungle,mid,0.5849056603773585
5,34,jungle,mid,0.5829787234042553
106,131,jungle,mid,0.58125
56,90,jungle,mid,0.5803108808290155
56,1,jungle,mid,0.5798816568047337
203,245,jungle,mid,0.5794871794871795
25,245,jungle,mid,0.5747663551401869
5,1,jungle,mid,0.574585635359116
35,105,jungle,mid,0.5714285714285714
28,99,jungle,mid,0.5714285714285714
25,246,jungle,mid,0.5714285714285714
30,777,jungle,mid,0.57
131,91,jungle,mid,0.56875
141,10,jungle,mid,0.5683060109289617
154,34,jungle,mid,0.5681818181818182
35,131,jungle,mid,0.5663082437275986
25,105,jungle,mid,0.5661375661375662
9,238,jungle,mid,0.564935064935065
25,131,jungle,mid,0.5641025641025641
35,7,jungle,mid,0.5619834710743802
35,3,jungle,mid,0.5617977528089888
9,157,jungle,mid,0.5615866388308977
28,777,jungle,mid,0.5613718411552346
121,8,jungle,mid,0.5612903225806452
25,8,jungle,mid,0.5611940298507463
106,103,jungle,mid,0.5602409638554217
141,3,jungle,mid,0.56
35,55,jungle,mid,0.559620596205962
5,38,jungle,mid,0.5595567867036011
106,99,jungle,mid,0.5595238095238095
60,245,jungle,mid,0.5595238095238095
5,61,jungle,mid,0.5591836734693878
25,64,jungle,mid,0.5590062111801242
35,103,jungle,mid,0.5585106382978723
245,112,jungle,mid,0.5580110497237569
11,131,jungle,mid,0.5580110497237569
77,245,jungle,mid,0.5572139303482587
131,99,jungle,mid,0.5571428571428572
28,91,jungle,mid,0.5570032573289903
5,112,jungle,mid,0.5561497326203209
9,103,jungle,mid,0.5555555555555556
121,90,jungle,mid,0.5551839464882943
141,99,jungle,mid,0.5550561797752809
77,101,jungle,mid,0.555
254,157,jungle,mid,0.5549132947976878
35,112,jungle,mid,0.5547945205479452
121,3,jungle,mid,0.5542635658914729
9,38,jungle,mid,0.5538461538461539
106,245,jungle,mid,0.5527950310559007
20,157,jungle,mid,0.5525525525525525
9,777,jungle,mid,0.552212389380531
5,4,jungle,mid,0.5521235521235521
28,246,jungle,mid,0.5521126760563381
30,517,jungle,mid,0.5515151515151515
35,8,jungle,mid,0.5511482254697286
25,238,jungle,mid,0.5510983763132761
141,8,jungle,mid,0.5509554140127388
60,103,jungle,mid,0.5508021390374331
154,157,jungle,mid,0.5501618122977346
35,34,jungle,mid,0.5497835497835498
5,245,jungle,mid,0.5493421052631579
254,517,jungle,mid,0.5490909090909091
25,517,jungle,mid,0.5488165680473372
203,8,jungle,mid,0.5482758620689655
20,777,jungle,mid,0.5480769230769231
76,91,jungle,mid,0.5476190476190477
56,101,jungle,mid,0.5461847389558233
9,39,jungle,mid,0.5459770114942529
106,55,jungle,mid,0.5456852791878173
203,246,jungle,mid,0.5454545454545454
79,517,jungle,mid,0.5454545454545454
19,55,jungle,mid,0.5454545454545454
121,112,jungle,mid,0.5451127819548872
56,777,jungle,mid,0.5449275362318841
56,112,jungle,mid,0.5448717948717948
20,238,jungle,mid,0.5447570332480819
64,69,jungle,mid,0.5446009389671361
35,38,jungle,mid,0.5439560439560439
25,157,jungle,mid,0.5439137134052389
121,42,jungle,mid,0.5433526011560693
141,112,jungle,mid,0.5424610051993067
5,55,jungle,mid,0.5421511627906976
141,45,jungle,mid,0.5418326693227091
9,236,jungle,mid,0.5418326693227091
32,55,jungle,mid,0.5416666666666666
5,8,jungle,mid,0.5414746543778802
33,8,jungle,mid,0.5411764705882353
104,38,jungle,mid,0.5409836065573771
60,8,jungle,mid,0.5409090909090909
154,8,jungle,mid,0.5407725321888412
25,55,jungle,mid,0.5403846153846154
35,157,jungle,mid,0.5399644760213144
121,99,jungle,mid,0.5397590361445783
28,112,jungle,mid,0.5396825396825397
141,42,jungle,mid,0.5393939393939394
154,517,jungle,mid,0.5393700787401575
60,39,jungle,mid,0.5392156862745098
56,103,jungle,mid,0.5390070921985816
154,91,jungle,mid,0.5384615384615384
234,131,jungle,mid,0.5377777777777778
77,246,jungle,mid,0.5376884422110553
121,161,jungle,mid,0.5374449339207048
25,90,jungle,mid,0.5371428571428571
203,55,jungle,mid,0.5365296803652968
154,777,jungle,mid,0.5365239294710328
56,8,jungle,mid,0.5350877192982456
5,101,jungle,mid,0.5350553505535055
11,99,jungle,mid,0.535
234,103,jungle,mid,0.5347222222222222
64,8,jungle,mid,0.534688995215311
64,3,jungle,mid,0.5346534653465347
245,8,jungle,mid,0.5343915343915344
131,64,jungle,mid,0.5338983050847458
25,34,jungle,mid,0.5333333333333333
5,131,jungle,mid,0.5330578512396694
28,157,jungle,mid,0.5329457364341085
141,245,jungle,mid,0.5328947368421053
19,777,jungle,mid,0.5320197044334976
28,234,jungle,mid,0.5316455696202531
254,55,jungle,mid,0.5315315315315315
245,91,jungle,mid,0.5314685314685315
20,91,jungle,mid,0.5314285714285715
25,61,jungle,mid,0.5314009661835749
5,157,jungle,mid,0.5314009661835749
35,99,jungle,mid,0.5313432835820896
64,887,jungle,mid,0.53125
64,42,jungle,mid,0.5309734513274337
141,131,jungle,mid,0.5303430079155673
107,8,jungle,mid,0.5303030303030303
60,101,jungle,mid,0.5300546448087432
9,91,jungle,mid,0.5298245614035088
56,34,jungle,mid,0.5296610169491526
121,34,jungle,mid,0.5286103542234333
35,246,jungle,mid,0.5282485875706214
121,131,jungle,mid,0.5280612244897959
9,517,jungle,mid,0.5279503105590062
2,55,jungle,mid,0.5279503105590062
141,161,jungle,mid,0.5272727272727272
203,105,jungle,mid,0.5271739130434783
60,238,jungle,mid,0.5271676300578034
60,234,jungle,mid,0.527027027027027
245,238,jungle,mid,0.5268948655256723
11,103,jungle,mid,0.526829268292683
60,777,jungle,mid,0.526508226691042
77,777,jungle,mid,0.5264705882352941
35,234,jungle,mid,0.5248618784530387
141,7,jungle,mid,0.5246753246753246
11,90,jungle,mid,0.5245901639344263
5,777,jungle,mid,0.523696682464455
56,246,jungle,mid,0.5232558139534884
106,517,jungle,mid,0.5231481481481481
35,91,jungle,mid,0.5226480836236934
131,105,jungle,mid,0.5223880597014925
68,91,jungle,mid,0.5212981744421906
245,234,jungle,mid,0.5209580838323353
107,517,jungle,mid,0.5208333333333334
141,103,jungle,mid,0.520746887966805
35,245,jungle,mid,0.5204460966542751
64,1,jungle,mid,0.5198675496688742
104,112,jungle,mid,0.519774011299435
121,101,jungle,mid,0.5191815856777494
64,112,jungle,mid,0.5191122071516646
32,157,jungle,mid,0.51875
131,34,jungle,mid,0.5185185185185185
35,127,jungle,mid,0.5182926829268293
121,1,jungle,mid,0.5182186234817814
245,246,jungle,mid,0.5181818181818182
60,80,jungle,mid,0.5181347150259067
203,4,jungle,mid,0.5178571428571429
113,238,jungle,mid,0.5174418604651163
11,55,jungle,mid,0.517162471395881
20,55,jungle,mid,0.5170278637770898
121,105,jungle,mid,0.5169712793733682
9,55,jungle,mid,0.5168539325842697
56,99,jungle,mid,0.516260162601626
5,105,jungle,mid,0.5158371040723982
234,91,jungle,mid,0.5157232704402516
104,8,jungle,mid,0.515527950310559
234,127,jungle,mid,0.5149700598802395
68,38,jungle,mid,0.5148936170212766
79,157,jungle,mid,0.5147783251231527
203,38,jungle,mid,0.5147058823529411
28,39,jungle,mid,0.5147058823529411
35,777,jungle,mid,0.5146804835924007
56,517,jungle,mid,0.5144429160935351
25,777,jungle,mid,0.5144429160935351
28,238,jungle,mid,0.5138705416116248
9,246,jungle,mid,0.5138461538461538
121,45,jungle,mid,0.5136186770428015
35,90,jungle,mid,0.5136186770428015
121,10,jungle,mid,0.5135135135135135
154,38,jungle,mid,0.5133928571428571
56,131,jungle,mid,0.5133689839572193
121,103,jungle,mid,0.51252408477842
154,103,jungle,mid,0.5125
102,238,jungle,mid,0.5121951219512195
20,8,jungle,mid,0.5121951219512195
5,246,jungle,mid,0.5121951219512195
56,84,jungle,mid,0.5120772946859904
64,99,jungle,mid,0.5117967332123412
203,142,jungle,mid,0.5117647058823529
234,105,jungle,mid,0.511520737327189
77,8,jungle,mid,0.5114754098360655
131,142,jungle,mid,0.5111111111111111
203,103,jungle,mid,0.5110132158590308
245,777,jungle,mid,0.5109780439121756
35,517,jungle,mid,0.5109409190371991
141,234,jungle,mid,0.5108695652173914
5,238,jungle,mid,0.5107142857142857
32,238,jungle,mid,0.5105633802816901
28,38,jungle,mid,0.5105263157894737
104,238,jungle,mid,0.5103734439834025
154,245,jungle,mid,0.51010101010101
35,1,jungle,mid,0.51
64,131,jungle,mid,0.5099778270509978
141,90,jungle,mid,0.5098039215686274
5,127,jungle,mid,0.5094339622641509
121,38,jungle,mid,0.5092592592592593
5,99,jungle,mid,0.5092250922509225
154,84,jungle,mid,0.5091463414634146
60,246,jungle,mid,0.509090909090909
59,55,jungle,mid,0.5088495575221239
79,777,jungle,mid,0.5085714285714286
60,38,jungle,mid,0.5081081081081081
30,157,jungle,mid,0.5078534031413613
131,238,jungle,mid,0.5078003120124805
141,34,jungle,mid,0.5076452599388379
141,105,jungle,mid,0.5073746312684366
11,38,jungle,mid,0.5072463768115942
56,55,jungle,mid,0.5070175438596491
121,127,jungle,mid,0.5069124423963134
245,236,jungle,mid,0.5066666666666667
77,55,jungle,mid,0.5065217391304347
141,517,jungle,mid,0.5064540622627183
131,7,jungle,mid,0.5063829787234042
64,34,jungle,mid,0.5062836624775583
56,245,jungle,mid,0.5061224489795918
254,238,jungle,mid,0.5060240963855421
141,61,jungle,mid,0.5054347826086957
19,84,jungle,mid,0.5054347826086957
76,246,jungle,mid,0.505338078291815
113,55,jungle,mid,0.5048543689320388
64,517,jungle,mid,0.5045130641330167
64,45,jungle,mid,0.5032679738562091
131,112,jungle,mid,0.5032051282051282
203,34,jungle,mid,0.5031446540880503
141,4,jungle,mid,0.5030120481927711
5,103,jungle,mid,0.5029940119760479
131,246,jungle,mid,0.5027422303473492
56,105,jungle,mid,0.5025641025641026
68,142,jungle,mid,0.5025125628140703
141,101,jungle,mid,0.5024390243902439
77,99,jungle,mid,0.502262443438914
5,517,jungle,mid,0.5021459227467812
5,142,jungle,mid,0.5020576131687243
64,61,jungle,mid,0.5018867924528302
121,55,jungle,mid,0.5017064846416383
121,7,jungle,mid,0.5012531328320802
121,245,jungle,mid,0.5011547344110855
64,38,jungle,mid,0.5006711409395973
887,238,jungle,mid,0.5
421,84,jungle,mid,0.5
234,99,jungle,mid,0.5
141,91,jungle,mid,0.5
131,245,jungle,mid,0.5
121,238,jungle,mid,0.5
107,157,jungle,mid,0.5
106,112,jungle,mid,0.5
77,34,jungle,mid,0.5
68,45,jungle,mid,0.5
64,90,jungle,mid,0.5
64,54,jungle,mid,0.5
59,517,jungle,mid,0.5
56,142,jungle,mid,0.5
33,777,jungle,mid,0.5
20,246,jungle,mid,0.5
77,238,jungle,mid,0.4987146529562982
64,245,jungle,mid,0.4984126984126984
30,238,jungle,mid,0.4983277591973244
121,84,jungle,mid,0.4979702300405954
131,84,jungle,mid,0.49783549783549785
33,238,jungle,mid,0.4976958525345622
28,8,jungle,mid,0.4975369458128079
5,3,jungle,mid,0.49746192893401014
11,105,jungle,mid,0.4973544973544973
131,80,jungle,mid,0.4972375690607735
154,238,jungle,mid,0.4970873786407767
25,142,jungle,mid,0.4970414201183432
154,99,jungle,mid,0.49693251533742333
33,84,jungle,mid,0.4968553459119497
141,38,jungle,mid,0.4967741935483871
35,61,jungle,mid,0.49673202614379086
79,238,jungle,mid,0.4964788732394366
64,4,jungle,mid,0.49644128113879005
